neuron,mean,sd
0,-0.67223060131073,0.1787695586681366
1,-0.34091073274612427,0.13888679444789886
2,-1.1345086097717285,0.3267640173435211
3,-0.18954505026340485,0.06379895657300949
4,-1.3212782144546509,0.3081603944301605
5,-0.24371206760406494,0.06038625165820122
6,-0.49085500836372375,0.14495165646076202
7,-0.722958505153656,0.22485403716564178
8,-1.043128252029419,0.28039079904556274
9,-0.6863208413124084,0.17728480696678162
10,-0.35787320137023926,0.1561453640460968
11,-0.33119630813598633,0.13276715576648712
12,-0.24498778581619263,0.08071945607662201
13,-0.9537559151649475,0.2655138671398163
14,-0.6092466115951538,0.14649517834186554
15,-0.26482388377189636,0.11345108598470688
16,-0.6446231007575989,0.2431003749370575
17,-0.5223060250282288,0.1226525604724884
18,-0.7930789589881897,0.25123265385627747
19,-0.4311809837818146,0.1318369209766388
20,-0.7780336141586304,0.2000957876443863
21,-0.5889473557472229,0.1621185839176178
22,-0.42390137910842896,0.17273221909999847
23,-0.604678213596344,0.15429873764514923
24,-0.6831907629966736,0.20858417451381683
25,-0.48875585198402405,0.17382988333702087
26,-0.8502904772758484,0.2029964178800583
27,-0.2785153388977051,0.14928393065929413
28,-0.3999914228916168,0.1425643116235733
29,-0.5559134483337402,0.2952890992164612
30,-0.5071947574615479,0.1965559720993042
31,-0.41039538383483887,0.14604802429676056
32,-0.470827579498291,0.20136457681655884
33,-0.3285805881023407,0.14044003188610077
34,-0.7126413583755493,0.24390153586864471
35,-0.811152458190918,0.2247908115386963
36,-0.8433622717857361,0.18920160830020905
37,0.006949544418603182,0.1150834783911705
38,-0.3803997337818146,0.09088428318500519
39,-0.49926748871803284,0.1623811274766922
40,-0.7227051258087158,0.1707780510187149
41,-0.3912133276462555,0.13364021480083466
42,-0.15982751548290253,0.09675882011651993
43,-0.2692534625530243,0.12013658136129379
44,-0.5093300938606262,0.18312646448612213
45,-0.5629856586456299,0.18483419716358185
46,-0.659031867980957,0.2220151424407959
47,-0.7848997116088867,0.22171306610107422
48,-0.37979385256767273,0.17331364750862122
49,-0.49429550766944885,0.17885643243789673
50,-0.6331632733345032,0.16141687333583832
51,-0.40267980098724365,0.1600739061832428
52,-0.4645478129386902,0.13770337402820587
53,-0.6016309261322021,0.15715362131595612
54,-0.3032623529434204,0.12626588344573975
55,-0.3697156310081482,0.10970839112997055
56,-0.8506988883018494,0.29052796959877014
57,-0.36648398637771606,0.1395123302936554
58,-0.990861177444458,0.30925634503364563
59,-0.22299063205718994,0.12080230563879013
60,-0.24557340145111084,0.07438153773546219
61,-0.778814435005188,0.24517887830734253
62,-1.0447375774383545,0.37984776496887207
63,-0.21881283819675446,0.06600918620824814
64,-0.22094646096229553,0.06812004745006561
65,-0.4383949935436249,0.16500569880008698
66,-0.31809937953948975,0.1264840066432953
67,-0.5195608139038086,0.1319713443517685
68,-0.15277230739593506,0.09077838063240051
69,-0.2647334039211273,0.12858276069164276
70,-0.45405933260917664,0.1453557014465332
71,-0.48547759652137756,0.1061943918466568
72,-0.7358998656272888,0.21343207359313965
73,-0.5830638408660889,0.1799629181623459
74,-0.6582929491996765,0.21477317810058594
75,-0.4389030337333679,0.13234958052635193
76,-0.3012356758117676,0.11072561889886856
77,-0.23651975393295288,0.06347376108169556
78,-0.28469952940940857,0.07994639128446579
79,-0.46725693345069885,0.1460597664117813
80,-0.30472368001937866,0.09965725243091583
81,-1.1942462921142578,0.32218772172927856
82,-0.1503099501132965,0.0978473499417305
83,-0.4685782492160797,0.12837772071361542
84,-0.7776327729225159,0.23550941050052643
