neuron,cohens_d
0,-1.4985424280166626
1,-0.5179515480995178
2,-2.982354164123535
3,-0.4580613970756531
4,-2.3065314292907715
5,-1.0654230117797852
6,-2.6284031867980957
7,-1.7554419040679932
8,-2.214412212371826
9,-1.6123981475830078
10,-0.1841624677181244
11,-0.952346920967102
12,0.17525623738765717
13,-1.1893556118011475
14,-1.5211495161056519
15,-0.49525296688079834
16,-0.5093293190002441
17,-2.0670926570892334
18,-1.081261157989502
19,-0.7093735337257385
20,-2.024430513381958
21,-1.478773832321167
22,-0.8764139413833618
23,-0.6685442328453064
24,-1.877226710319519
25,-0.5852756500244141
26,-2.0363070964813232
27,0.3590010404586792
28,-0.34923702478408813
29,-0.3663499653339386
30,-0.5408581495285034
31,-0.12924009561538696
32,-1.107725739479065
33,-0.8500670194625854
34,-1.110831618309021
35,-1.9218132495880127
36,-1.919940710067749
37,-0.0691094622015953
38,-1.6611390113830566
39,-0.9561305046081543
40,-1.9143884181976318
41,-1.2146245241165161
42,0.12383100390434265
43,-0.16977466642856598
44,-1.192731261253357
45,-1.0947480201721191
46,-1.0629862546920776
47,-1.9711229801177979
48,-0.6433322429656982
49,-0.18424977362155914
50,-0.9645601511001587
51,-0.3417264521121979
52,-0.08518879860639572
53,-1.5083627700805664
54,-0.3760288953781128
55,-1.1752961874008179
56,-1.99399733543396
57,-0.4838201701641083
58,-2.0382542610168457
59,0.028088979423046112
60,-0.21697868406772614
61,-2.20489239692688
62,-2.1280221939086914
63,-0.6600275635719299
64,-0.6608874201774597
65,-0.6739497184753418
66,-0.24677041172981262
67,-0.7734488248825073
68,0.16943083703517914
69,-0.32847824692726135
70,-1.1061780452728271
71,-2.1992437839508057
72,-1.092259168624878
73,-1.9620383977890015
74,-0.9972151517868042
75,-0.3536238968372345
76,-1.2592421770095825
77,-1.014212965965271
78,-0.5553840398788452
79,-1.4438942670822144
80,-0.5047032237052917
81,-0.06420453637838364
82,-0.3297562897205353
83,-0.5356324315071106
84,-1.080899953842163
85,-0.6931049227714539
86,-0.9914438724517822
87,-2.511563777923584
88,-1.7582087516784668
89,-0.1226094514131546
90,-1.4678561687469482
91,-1.9424017667770386
92,-1.3348981142044067
93,-0.12610626220703125
94,-0.7097733020782471
95,-0.1439848393201828
96,-1.0671217441558838
97,-1.6489176750183105
98,-1.6326075792312622
99,-1.6655211448669434
100,-1.0799739360809326
101,-1.3171839714050293
102,-0.14604659378528595
103,-1.1512941122055054
104,-0.928280234336853
105,-0.8946797847747803
106,-1.6407225131988525
107,-0.04794285446405411
108,-0.18193303048610687
109,-1.6414928436279297
110,-0.5226501226425171
111,-1.4980982542037964
112,-2.1724965572357178
113,-1.903473973274231
114,-0.4522275924682617
115,-2.371756076812744
116,-1.3463144302368164
117,-0.8545315861701965
118,-2.6572771072387695
119,-2.329636812210083
120,-1.698533058166504
121,-0.296251505613327
122,-1.935106873512268
123,-1.26858651638031
124,-0.5950085520744324
125,-1.437466025352478
126,-1.7747992277145386
127,0.17857025563716888
128,-0.72246915102005
129,-0.8710562586784363
130,-0.9503281116485596
131,-0.9072351455688477
132,0.9163292050361633
133,-0.9135444760322571
134,-2.5119848251342773
135,-1.868711233139038
136,-0.4917224645614624
137,-1.656967282295227
138,-0.3231053948402405
139,-0.019167477265000343
140,-0.8639088869094849
141,-2.2550406455993652
142,-1.1086848974227905
143,-0.07701695710420609
144,-0.1782861053943634
145,-0.4450986087322235
146,-0.8605320453643799
147,-0.9588079452514648
148,-1.4278039932250977
149,0.05088268592953682
150,-1.4474444389343262
151,-1.7895771265029907
152,-0.3904760777950287
153,-0.8127337098121643
154,-1.5354691743850708
155,-0.5586811900138855
156,-1.1353306770324707
157,0.6224932074546814
158,-0.39961907267570496
159,-2.46755313873291
160,-1.8807358741760254
161,-0.20471052825450897
162,-0.9030871391296387
163,-1.3550760746002197
164,-2.0383143424987793
165,-0.44126859307289124
166,-0.4150153398513794
167,0.17705315351486206
168,-0.3764564096927643
169,-1.5709881782531738
170,-2.0757339000701904
171,-0.6022045016288757
172,-1.7778559923171997
173,-1.8354144096374512
174,-1.8505163192749023
175,-1.5109938383102417
176,-0.2514149844646454
177,-1.0058162212371826
178,-0.8045334815979004
179,-0.06771662086248398
180,-1.557786464691162
181,-1.0377060174942017
182,-1.4038844108581543
183,-1.85550856590271
184,-0.7811630964279175
185,-0.9943341612815857
186,-1.446658968925476
187,-0.7348228096961975
188,-0.047374412417411804
189,-0.5939635038375854
190,-0.11745992302894592
191,-0.7530897259712219
192,-1.9322407245635986
193,-1.972152590751648
194,-0.9395243525505066
195,-0.5043100118637085
196,-0.3542863130569458
197,0.135562002658844
198,-1.1229487657546997
199,-2.4846365451812744
200,-1.014672875404358
201,-1.2480744123458862
202,-1.9733902215957642
203,-0.811050295829773
204,-1.4966142177581787
205,0.1901998370885849
206,-0.380027174949646
207,0.1948118358850479
208,-0.5625649094581604
209,-0.9157755970954895
210,0.31715157628059387
211,-0.2894915044307709
212,-2.2462990283966064
213,-0.39233919978141785
214,-1.7340199947357178
215,-0.6032745242118835
216,-1.115884780883789
217,-0.977893054485321
218,-0.4926038086414337
219,-1.9681950807571411
220,-2.021885871887207
221,-0.5588147640228271
222,0.027115484699606895
223,-2.053784132003784
224,-0.7351929545402527
225,-1.660033106803894
226,-0.9785256385803223
227,-0.32036837935447693
228,-2.2805728912353516
229,-1.0331028699874878
230,-1.0329093933105469
231,0.29402512311935425
232,-1.7139955759048462
233,-1.5076661109924316
234,-0.8088424801826477
235,-0.49050578474998474
236,0.5617088079452515
237,-0.9082633852958679
238,-0.28457367420196533
239,-0.9531229138374329
240,-0.12020204216241837
241,-1.9885817766189575
242,-1.2916508913040161
243,-1.3474875688552856
244,-0.30926063656806946
245,-1.0402097702026367
246,-0.9063718318939209
247,-0.09535002708435059
248,-1.9091367721557617
249,-0.6169930696487427
250,-0.5602893829345703
251,-1.3158522844314575
252,-1.2189778089523315
253,-0.9879699349403381
254,-0.7018097043037415
255,-1.6221023797988892
256,-0.9364014267921448
257,-1.0124722719192505
258,-0.7011615633964539
259,-0.7332739233970642
260,-1.5222495794296265
261,-1.7312434911727905
262,0.18697884678840637
263,-1.097540259361267
264,-1.5067647695541382
265,-2.1226322650909424
266,-0.9569662809371948
267,0.6081580519676208
268,-0.1610698699951172
269,-0.8426254987716675
270,-2.0846340656280518
271,-1.4424550533294678
272,-1.8823986053466797
273,-1.077904462814331
274,0.2632979452610016
275,-0.3740125000476837
276,-0.6761608719825745
277,-3.0875115394592285
278,-1.1547108888626099
279,-2.0392730236053467
280,-0.13961637020111084
281,-0.2525090277194977
282,-1.561322569847107
283,-1.820145606994629
284,-1.8623595237731934
285,-0.41472744941711426
286,-0.7524300217628479
287,0.19939866662025452
288,-0.5571243166923523
289,-0.3904362916946411
290,0.9653093218803406
291,-2.0765910148620605
292,-1.6346789598464966
293,-1.036332368850708
294,-1.3400981426239014
295,0.3534935712814331
296,-1.2233078479766846
297,-0.5583111643791199
298,0.17410528659820557
299,-1.9290659427642822
300,-0.03665056452155113
301,-0.5105490684509277
302,-1.0638203620910645
303,-0.18668954074382782
304,-0.12672118842601776
305,-1.5045772790908813
306,-1.5305556058883667
307,0.1276789903640747
308,-1.9153777360916138
309,-1.4082520008087158
310,-1.0616843700408936
311,-0.7011640071868896
312,-1.0023456811904907
313,0.2618227005004883
314,-1.28203284740448
315,-0.9687132835388184
316,-0.9336066246032715
317,-0.0909656435251236
318,-0.9428915977478027
319,0.41177600622177124
320,-1.3649665117263794
321,0.910700798034668
322,-0.6141413450241089
323,-1.5129691362380981
324,-1.9742873907089233
325,-1.7929850816726685
326,-1.7145140171051025
327,-2.474985122680664
328,-1.1310542821884155
329,-1.8355971574783325
330,-0.34974920749664307
331,-0.6294941902160645
332,-1.5041074752807617
333,-0.7843663692474365
334,-2.4428658485412598
335,0.3307262361049652
336,-1.4503769874572754
337,-0.06354911625385284
338,-0.5862654447555542
339,-2.3108060359954834
340,-2.0921478271484375
341,1.0627164840698242
342,-1.4656741619110107
343,-0.9478430151939392
344,-0.17253169417381287
345,-1.0812063217163086
346,0.28247323632240295
347,-0.18859586119651794
348,-1.033948540687561
349,-0.8410587310791016
350,-2.3950650691986084
351,-1.6214499473571777
352,-1.3920224905014038
353,-0.5061526298522949
354,-1.0950000286102295
355,-1.7822750806808472
356,-1.2628495693206787
357,-2.554677963256836
358,-0.8254162669181824
359,-2.1461338996887207
360,-1.4212260246276855
361,-1.2953057289123535
362,-1.070309042930603
363,-2.432783365249634
364,0.04764233157038689
365,-0.46484375
366,-0.004102545790374279
367,-1.533774495124817
368,-1.493782877922058
369,-0.8184829950332642
370,-0.8864719271659851
371,-0.5482279062271118
372,-1.6784363985061646
373,-2.297982931137085
374,-0.07866746187210083
375,-0.9391587376594543
376,-0.27736374735832214
377,-1.0102218389511108
378,0.8686597347259521
379,-1.616866946220398
380,-2.3179640769958496
381,-0.5490315556526184
382,-1.3459136486053467
383,-0.08329083770513535
384,-1.0854836702346802
385,-0.43186265230178833
386,-1.6338908672332764
387,-0.03791043907403946
388,-0.9169949293136597
389,-2.6415212154388428
390,-1.7431957721710205
391,-1.087382435798645
392,-0.34554174542427063
393,-0.5591854453086853
394,-1.5180021524429321
395,-1.8712440729141235
396,-0.4726744592189789
397,-2.26460862159729
398,-1.5938208103179932
399,-2.189434289932251
400,-0.9453025460243225
401,-2.371709108352661
402,-0.9381276369094849
403,-1.1734645366668701
404,0.19819000363349915
405,-1.0259255170822144
406,-1.5312719345092773
407,-0.6262258291244507
408,-1.3440486192703247
409,-0.5194720029830933
410,-1.639054298400879
411,-1.4464370012283325
412,0.07404764741659164
413,0.23864468932151794
414,-0.6131929159164429
415,-1.0189300775527954
416,-0.9291853904724121
417,-1.5551645755767822
418,-1.5319355726242065
419,-0.7399972081184387
420,-0.8414955139160156
421,-0.9463350772857666
422,-0.07225717604160309
423,-1.9518693685531616
424,-1.214273452758789
425,-0.23549272119998932
426,-1.3362478017807007
427,-1.1885937452316284
428,-2.517817735671997
429,0.3173626661300659
430,-0.6129049062728882
431,-1.8975378274917603
432,-1.6594955921173096
433,-1.309084177017212
434,-0.9334562420845032
435,-1.7194699048995972
436,-1.6276823282241821
437,0.2683735489845276
438,-1.6847095489501953
439,-1.208874225616455
440,-1.6335638761520386
441,-0.05094728618860245
442,-1.2295774221420288
443,0.9607058167457581
444,-1.5378913879394531
445,0.13068339228630066
446,-1.5644185543060303
447,-0.8643820881843567
448,-1.603906273841858
449,-0.35630106925964355
450,-0.5251716375350952
451,-1.3076201677322388
452,-1.891069769859314
453,-1.2086223363876343
454,-2.0396673679351807
455,-1.5636073350906372
456,-1.4713315963745117
457,-1.3610259294509888
458,-0.6235422492027283
459,-1.315403699874878
460,-1.16334068775177
461,-0.454923540353775
462,-0.8963849544525146
463,-0.7444846034049988
464,-0.7937419414520264
465,-1.057987093925476
466,0.24349479377269745
467,-0.050294212996959686
468,0.02454429492354393
469,0.14339014887809753
470,-0.10380928218364716
471,-0.8338608145713806
472,-0.49479201436042786
473,-1.9761619567871094
474,-0.1970566064119339
475,-1.3287062644958496
476,-1.1122877597808838
477,-2.327622890472412
478,-0.4864492416381836
479,-0.5970341563224792
480,-0.8770602345466614
481,-1.6714168787002563
482,-0.10386686027050018
483,-1.5354870557785034
484,-1.3820723295211792
485,-0.41030919551849365
486,-0.39659449458122253
