neuron,cohens_d
0,-0.9351885914802551
1,-0.4839819073677063
2,0.1338583379983902
3,-1.9005573987960815
4,-1.4967094659805298
5,-1.1629996299743652
6,-0.8845140933990479
7,-1.5705642700195312
8,-0.4488665759563446
9,-1.1895681619644165
10,-0.8600789308547974
11,-0.4358621835708618
12,0.10405585914850235
13,-1.5030500888824463
14,-1.1907650232315063
15,-0.9513276815414429
16,-2.1141653060913086
17,-0.773871123790741
18,-0.7949192523956299
19,-1.8175245523452759
20,-1.5321589708328247
21,-0.6950199007987976
22,-1.7018579244613647
23,-0.9240267872810364
24,-1.2749710083007812
25,-0.8526865839958191
26,-0.4947177767753601
27,-0.4470862150192261
28,-1.792163372039795
29,0.2195596843957901
30,-1.763073205947876
31,0.35954397916793823
32,-0.7574072480201721
33,-0.16779571771621704
34,-0.9184933304786682
35,-1.5160777568817139
36,-0.8472751975059509
37,-0.7682288289070129
38,-1.5549378395080566
39,-1.6975414752960205
40,-1.273377776145935
41,-0.558059811592102
42,-0.14393897354602814
43,-0.5235857367515564
44,-2.3687703609466553
45,-1.7042787075042725
46,-2.2927238941192627
47,-1.8767303228378296
48,-1.0477352142333984
49,-0.27899354696273804
50,-0.732886552810669
51,-0.35718342661857605
52,-1.3322120904922485
53,-0.02865470200777054
54,0.3015688955783844
55,-1.3794499635696411
56,-1.7062592506408691
57,-0.17368751764297485
58,-1.3357692956924438
59,-1.8360028266906738
60,-0.08557768911123276
61,-1.6034517288208008
62,-0.9565105438232422
63,-1.4020246267318726
64,-1.459905743598938
65,-2.0973730087280273
66,-0.525807797908783
67,-0.6118324398994446
68,-0.9425740242004395
69,-1.1394710540771484
70,-1.8430179357528687
71,-1.8251712322235107
72,-0.3578832149505615
73,-2.0859246253967285
74,-2.0333902835845947
75,-2.420060157775879
76,-0.8340412378311157
77,-0.9687198996543884
78,-0.7540454864501953
79,-1.968676209449768
80,-0.5024980902671814
81,-0.7542968988418579
82,-2.2592849731445312
83,-1.631096363067627
84,-0.48790740966796875
85,-2.210984945297241
86,-0.6919256448745728
87,-1.9741777181625366
88,-1.0286251306533813
89,-2.188185453414917
90,-0.6812375783920288
91,-0.7003410458564758
92,-0.8299770355224609
93,0.07181934267282486
94,-1.5597801208496094
95,0.0378711074590683
96,-0.949989914894104
97,-2.189985752105713
98,-1.0632879734039307
99,-1.0634510517120361
100,0.2652694582939148
101,-2.189173698425293
102,-1.6426564455032349
103,-1.1764590740203857
104,-1.3044960498809814
105,-1.2769325971603394
106,-1.6688635349273682
107,-1.6747833490371704
108,-1.1437734365463257
109,-0.232225239276886
110,-1.9827544689178467
111,-0.43696513772010803
112,-1.6511460542678833
113,-1.973834753036499
114,-1.1364314556121826
115,-1.6228125095367432
116,-2.3521366119384766
117,-0.7743313908576965
118,-1.7516672611236572
119,-0.1275225132703781
120,-2.4560129642486572
121,-1.6194350719451904
122,-0.8607282042503357
123,-2.856166362762451
124,-1.010252594947815
125,-0.7797139883041382
126,-1.463291883468628
127,-1.8447345495224
128,-1.34598708152771
129,-0.7154691815376282
130,-0.5941670536994934
131,-1.274440884590149
132,-0.9445235729217529
133,-1.3427776098251343
134,-0.14175529778003693
135,-0.4657098352909088
136,-0.9699306488037109
137,-1.2997901439666748
138,-1.0877958536148071
139,0.5801641941070557
140,-2.0673396587371826
141,-0.8394493460655212
142,-1.2987165451049805
143,-1.6212238073349
144,-2.4912757873535156
145,-2.029834270477295
146,0.7130364775657654
147,-0.5904020667076111
148,-1.615950584411621
149,-1.6678922176361084
150,-1.7800025939941406
151,-0.5354243516921997
152,-1.5236246585845947
153,0.4819067120552063
154,-1.0381447076797485
155,-1.561342477798462
156,-1.5541008710861206
157,-0.5446916818618774
158,-2.197509765625
159,-2.2308847904205322
160,-1.2718305587768555
161,-1.3465049266815186
162,0.06481511890888214
163,-2.1943087577819824
164,0.2400532215833664
165,-0.7363490462303162
166,-1.8650801181793213
167,-1.729254126548767
168,-0.8907763957977295
169,-2.17671537399292
